Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:42850000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
42850000;1;01/12/2021;;1;1;428,792;11,56;99,618;31;2;3;3;3;;0;47,061;11,56;82;51,129;65,885;56,176;247,084;80,036;41,625;35,532;32,666;27,296;34,289;163,854;277,59;158,769;128,372;106,928;222,216;165,135;118,032;97,29;64,978;47,061;46,272;42,079;38,084;34,701;33,068;102,603;428,792;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42850000;1;01/11/2021;;1;1;174,204;15,422;42,946;22;1;1;1;1;0;0;15,422;79,061;47,864;27,296;16,544;17,119;42,535;19,83;35,532;21,099;20,144;89,014;56,176;45,323;28,033;20,778;16,544;22,74;26,208;19,519;129,542;174,204;89,014;53,631;27,296;21,422;20,778;18,904;47,864;38,955;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42850000;1;01/10/2021;;1;1;38,518;1,695;8,386;25;1;1;1;1;0;0;1,695;1,695;1,695;1,695;1,695;1,695;1,835;1,695;1,695;1,695;6,672;8,302;10,119;13,555;11,374;7,098;6,125;5,86;5,602;5,35;18,299;15,978;9,775;27,296;38,518;15,422;9,605;7,839;6,259;5,992;7,839;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42850000;1;01/09/2021;;1;1;2,974;1,695;2,188;1;28;1;1;1;0;0;2,974;2,883;2,883;2,794;2,794;2,794;2,794;2,619;2,619;2,619;2,534;2,288;2,131;1,98;1,835;1,835;1,835;1,835;1,835;1,835;1,835;1,835;1,835;1,835;1,835;1,835;1,835;1,695;1,695;1,695;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42850000;1;01/08/2021;;1;1;4,402;2,974;3,778;1;29;1;1;1;;0;4,402;4,402;4,402;4,402;4,402;4,402;4,18;4,18;4,18;4,18;4,18;4,18;3,964;3,964;3,964;3,964;3,754;3,754;3,55;3,55;3,352;3,352;3,352;3,352;3,16;3,16;3,16;3,16;2,974;2,974;3,16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42850000;1;01/07/2021;;1;1;5,86;4,402;5,126;1;24;1;1;1;;0;5,86;5,86;5,602;5,602;5,602;5,602;5,602;5,602;5,602;5,602;5,602;5,602;5,602;5,35;5,35;5,35;5,104;5,104;5,104;4,864;4,864;4,63;4,63;4,402;4,402;4,402;4,402;4,402;4,402;4,402;4,402;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42850000;1;01/06/2021;;1;1;8,146;5,86;6,586;1;23;1;1;1;;0;8,146;7,839;7,538;7,538;7,243;7,243;7,243;6,954;6,954;6,954;6,954;6,672;6,672;6,672;6,672;6,395;6,395;6,125;6,125;6,125;6,125;6,125;5,86;5,86;5,86;5,86;5,86;5,86;5,86;5,86;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42850000;1;01/05/2021;;1;1;12,317;8,146;10,085;1;29;1;1;1;;0;12,317;12,317;11,935;11,935;11,56;11,56;11,56;11,56;11,19;10,827;10,827;10,47;10,119;10,119;10,119;10,119;9,775;9,775;9,775;9,437;9,437;9,105;8,779;8,779;8,779;8,779;8,46;8,46;8,146;8,146;8,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42850000;1;01/04/2021;;1;1;30,305;12,317;16,905;4;26;1;1;1;0;0;22,74;25,85;29,92;30,305;22,74;21,099;19,83;18,601;17,411;16,544;15,978;15,422;15,422;15,422;14,877;14,877;14,877;14,877;14,877;14,877;14,341;13,814;13,298;13,1;12,706;12,317;12,317;13,3;12,706;12,706;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42850000;1;01/03/2021;;1;1;104,757;19,519;39,85;1;29;1;1;1;0;0;104,757;79,061;57,035;43,918;42,079;47,061;56,176;54,474;46,272;43,918;42,535;50,305;55,323;46,272;37,653;34,289;32,666;31,082;29,538;28,406;34,701;29,92;26,93;25,142;24,443;23,076;21,748;20,46;19,519;21,099;25,494;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
