Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:42490000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
42490000;1;01/02/2022;;1;1;287,961;39,366;113,645;21;5;1;1;1;;0;44,955;44,374;43,797;42,659;39,366;40,99;46,134;66,41;110,163;82,837;74,317;219,613;175,161;75,971;61,951;91,05;178,864;191,018;229,102;202,694;287,961;225,818;183,33;110,163;90,111;80,215;74,317;68,719;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
42490000;1;01/01/2022;;1;1;302,281;25,446;89,022;6;25;1;1;1;;0;219,613;83,724;57,699;75,141;246,862;302,281;264,003;79,354;85,516;90,111;90,111;94,87;90,111;83,724;64,154;68,719;60,511;56,327;52,343;49,795;39,366;51,058;46,134;47,333;25,446;50,424;39,366;27,069;51,698;77,65;89,179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42490000;1;01/11/2021;;1;1;110,163;24,272;46,707;14;11;1;1;1;;0;35,249;37,786;42,659;46,134;49,795;47,333;37,269;27,907;36,249;24,659;24,272;59,799;101,814;110,163;73,499;25,845;26,249;26,657;31,894;66,41;82,837;88,254;81,083;54,31;25,845;25,446;29,196;27,907;29,635;25,05;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42490000;1;01/10/2021;;1;1;78,499;26,249;34,375;19;1;1;1;1;0;0;26,249;27,069;28,762;27,069;30,525;27,069;27,907;28,762;30,525;30,525;50,424;39,366;29,635;30,976;32,359;33,304;46,134;53,649;78,499;33,304;33,783;34,267;33,783;31,433;32,829;30,525;29,635;32,359;32,829;28,762;33,304;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42490000;1;01/09/2021;;1;1;52,343;27,069;38,34;17;30;3;3;3;0;0;34,267;35,249;36,249;37,269;38,308;39,366;40,444;40,444;40,444;40,444;40,444;29,635;40,444;40,444;40,444;40,444;52,343;52,343;52,343;52,343;40,444;40,444;40,444;34,267;28,762;29,635;27,907;28,762;28,762;27,069;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;0;
42490000;1;01/08/2021;;1;1;39,366;23,889;33,455;24;2;1;1;1;0;0;37,269;23,889;23,889;24,272;25,05;26,249;27,069;27,907;28,762;29,635;30,976;31,433;32,829;33,783;34,267;34,267;34,755;35,249;36,249;36,249;36,249;37,269;37,269;39,366;38,834;38,308;38,308;39,366;39,366;39,366;39,366;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42490000;1;01/07/2021;;1;1;57,699;27,069;36;29;15;1;1;1;;0;34,267;33,783;33,304;32,829;32,359;32,359;31,894;30,976;30,525;29,635;29,635;28,762;28,332;27,907;27,069;27,069;27,907;28,762;30,976;32,359;34,267;35,249;36,757;39,366;42,659;48,554;51,058;53,649;57,699;54,977;51,058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42490000;1;01/06/2021;;1;1;48,554;33,304;43,376;7;30;1;1;1;;0;39,366;40,444;42,098;44,955;47,333;47,333;48,554;48,554;48,554;48,554;48,554;47,333;47,333;47,333;47,333;47,333;47,333;47,333;46,731;44,955;42,659;40,99;39,366;38,308;37,786;37,269;35,746;34,267;34,267;33,304;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42490000;1;01/05/2021;;1;1;54,977;32,359;47,425;7;31;1;1;1;;0;52,993;48,554;44,955;49,795;52,343;53,649;54,977;52,993;51,698;51,058;48,554;44,955;44,955;42,659;42,659;43,797;43,797;44,955;44,955;44,955;49,172;51,058;51,058;51,698;52,343;51,698;49,795;45,542;40,444;35,746;32,359;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42490000;1;01/04/2021;;1;1;;;;;;0;0;0;;0;51,058;51,058;54,977;90,111;57,699;54,977;150,829;82,837;61,951;37,269;29,196;27,069;40,99;;53,649;54,977;54,977;54,977;54,977;54,977;54,977;51,698;49,795;47,333;44,955;44,955;44,955;49,795;51,698;54,31;;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42490000;1;01/03/2021;;1;1;123,535;25,446;56,032;1;8;1;1;1;0;0;123,535;51,058;44,955;42,659;40,444;41,541;31,894;25,446;25,446;53,649;84,617;57,699;101,814;68,719;41,541;46,134;64,9;68,719;66,41;66,41;65,652;57,699;53,649;51,058;54,977;51,058;51,058;51,058;51,058;51,058;51,058;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42490000;1;01/02/2021;;1;1;289,565;23,889;101,129;8;4;1;1;1;0;0;26,249;25,05;24,272;23,889;25,845;29,635;34,267;289,565;81,083;42,098;36,757;44,955;52,343;172,189;173,328;145,59;186,188;174,014;76,807;56,327;78,499;286,682;179,331;90,111;58,393;139,217;95,842;183,093;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
42490000;1;01/01/2021;;1;1;70,288;18,405;29,996;10;25;1;1;1;0;0;23,889;24,659;25,446;23,889;22,398;22,035;28,762;52,343;63,414;70,288;28,332;26,657;34,267;40,444;33,304;43,225;46,134;23,135;23,889;23,889;22,035;21,674;20,542;19,453;18,405;19,992;22,765;25,446;25,845;26,249;27,069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42490000;1;01/12/2020;;1;1;64,154;22,765;40,822;11;14;1;1;1;0;0;33,304;41,541;53,649;46,731;40,99;38,308;47,333;59,799;42,659;41,541;64,154;53,649;40,99;22,765;23,135;31,894;29,635;23,889;27,907;42,098;63,414;51,058;39,366;49,172;55,649;46,731;40,444;40,444;25,446;23,889;23,889;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42490000;1;01/11/2020;;1;1;96,82;32,829;60,029;19;28;1;1;1;0;0;64,9;64,154;63,414;61,951;61,951;61,951;61,951;61,951;62,68;67,174;67,944;67,944;73,499;66,41;64,9;64,9;65,652;85,516;96,82;71,882;65,652;44,955;49,795;62,68;38,308;42,659;33,783;32,829;33,304;39,366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
