Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:42395000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
42395000;1;01/02/2022;;1;1;733,829;227,273;524,249;18;1;1;1;1;;0;227,273;258,993;297,081;382,379;356,089;308,925;373,001;419,466;490,421;561,469;598,87;616,267;629,437;638,275;656,089;701,424;725,676;733,829;729,166;704,869;662,817;603,201;596,708;590,241;560,413;504,544;420,607;331,451;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
42395000;1;01/01/2022;;1;1;1108,704;231,048;698,34;13;31;1;1;1;;0;351,765;627,235;676,349;689,984;691,125;718,716;744,362;785,853;831,849;886,324;991,261;1044,033;1108,704;1076,187;1033,397;975,631;949,787;919,119;858,924;839,201;807,518;759,674;685,427;541,546;375,752;337,825;290,96;279,841;288,928;250,214;231,048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42395000;1;01/12/2021;;1;1;543,631;91,33;281,328;22;12;1;1;1;;0;186,613;131,163;133,549;162,348;179,135;185,286;140,381;157,287;254,105;197,78;118,285;91,33;129,186;139,571;342,631;432,065;479,43;514,724;492,429;464,594;520,868;543,631;539,465;390,156;347,457;265,886;230,575;184,404;153,942;264,898;347,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42395000;1;01/11/2021;;1;1;353,385;21,573;109,248;30;1;1;1;1;;0;21,573;27,926;41,781;55,128;56,038;46,292;31,415;30,405;29,406;44,583;36,882;41,504;101,777;224,454;167,886;133,948;104,721;73,511;60,967;76,173;129,58;190,609;286,901;241,531;161,078;131,56;91,685;104,721;180,01;353,385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
42395000;1;01/10/2021;;1;1;51,24;7,957;22,278;22;1;1;1;1;0;0;7,957;9,313;9,313;8,797;8,627;8,29;8,458;8,627;8,29;8,29;8,968;11,653;14,149;21,124;42,616;36,616;29,904;25,752;26,23;26,471;33,466;51,24;50,355;43,737;34,245;30,909;26,471;26,23;20,677;22,711;21,124;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42395000;1;01/09/2021;;1;1;13,755;7,957;10,332;2;27;1;1;1;0;0;12,978;13,755;13,755;13,365;12,978;12,595;12,595;11,839;11,467;11,098;11,098;10,733;10,733;10,733;10,372;10,015;9,662;8,968;8,968;8,627;8,627;8,29;8,29;8,29;8,627;9,662;7,957;7,957;7,957;7,957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;
42395000;1;01/08/2021;;1;1;17,422;12,978;15,315;5;30;1;1;1;0;0;17,002;16,377;15,352;17,002;17,422;16,792;16,377;16,17;15,352;16,584;16,377;16,584;16,377;16,17;15,352;15,352;15,352;15,352;14,948;14,948;14,948;14,948;14,547;14,547;14,149;14,149;13,755;13,365;13,171;12,978;12,978;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42395000;1;01/07/2021;;1;1;20,454;17,002;18,656;9;24;1;1;1;0;0;20,012;19,573;19,573;19,573;19,573;19,136;18,703;20,012;20,454;20,012;19,792;19,573;18,703;18,703;19,136;18,919;19,136;19,136;18,703;18,273;17,846;17,634;17,212;17,002;17,422;17,422;17,002;17,002;17,422;18,273;17,422;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42395000;1;01/06/2021;;1;1;25,991;19,573;22,833;1;30;1;1;1;;0;25,991;25,991;25,04;25,04;24,568;24,568;23,634;24,334;23,634;23,634;23,634;23,634;23,634;24,1;23,634;23,634;22,711;22,711;22,482;22,254;21,348;20,454;20,454;21,124;21,348;20,9;20,677;20,233;20,012;19,573;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42395000;1;01/05/2021;;1;1;40,127;26,471;31,648;3;30;1;1;1;;0;37,954;39,853;40,127;39,853;36,616;35,556;34,245;33,725;33,207;32,179;31,415;30,909;31,415;30,909;30,405;30,154;29,904;29,406;29,406;30,405;30,405;30,154;29,904;29,904;29,406;28,417;27,438;27,438;27,438;26,471;26,471;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42395000;1;01/04/2021;;1;1;89,213;36,616;53,669;6;27;1;1;1;;0;52,725;61,593;80,221;67,954;78,865;89,213;83,3;68,924;65,386;70,226;65,386;58,795;54,223;51,832;49,769;48,31;46,292;44,867;42,895;42,059;41,504;40,951;40,676;39,853;38,494;37,686;36,616;36,616;37,15;37,686;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42395000;1;01/02/2021;;1;1;380,166;28,91;190,19;21;3;1;1;1;;0;35,03;29,406;28,91;29,157;29,157;38,765;39,308;65,386;313,599;294,015;245,861;209,607;161,501;146,907;213,289;193,289;232,943;180,886;223,517;312,558;380,166;380,166;353,925;316,205;270,844;204,122;183,963;212,827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;
42395000;1;01/01/2021;;1;1;112,193;34,245;68,373;13;31;1;1;1;0;0;77,852;67,954;64,431;68,924;82,613;81,927;83,3;69,899;65,386;79,882;85,026;69,574;112,193;91,685;82,27;93,106;86,763;92,039;95,97;84,335;68,6;58,486;53,023;45,435;41,504;39,036;37,417;36,616;34,506;35,556;34,245;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42395000;1;01/12/2020;;1;1;231,995;24,804;93,709;11;5;1;1;1;0;0;30,154;28,663;27,438;25,752;24,804;26,471;26,712;41,504;78,865;106,574;231,995;195,98;163,621;121,369;106,203;83,3;69,899;57,258;47,154;46,579;53,323;105,832;146,496;102,144;107,691;134,747;212,367;184,845;129,58;97,051;90,623;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42395000;1;01/11/2020;;1;1;129,186;32,949;60,426;22;13;1;1;1;0;0;57,258;104,721;118,285;99,224;81,585;66,025;57,871;50,65;45,435;40,401;34,768;35,03;32,949;37,686;44,019;57,258;34,506;35,03;57,564;60,967;87,461;129,186;104,721;60,344;51,24;57,258;52,427;44,867;38,765;35,293;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42395000;1;01/10/2020;;1;1;83,3;15,352;27,799;27;10;1;1;1;0;0;19,573;19,573;18,919;17,846;17,422;16,584;16,17;16,17;15,759;15,352;15,352;15,964;17,422;15,964;17,002;17,212;17,002;16,584;16,584;18,488;23,866;30,405;32,949;31,924;37,15;52,725;83,3;66,345;56,038;56,647;49,476;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42395000;1;01/09/2020;;1;1;28,91;20,9;23,72;1;19;1;1;1;0;0;28,91;28,417;28,171;27,926;26,953;26,471;25,991;25,514;25,04;24,568;24,1;24,1;24,1;23,634;23,634;22,026;21,573;21,348;20,9;21,348;21,799;21,573;21,799;21,799;21,799;22,026;22,026;22,026;21,124;20,9;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42395000;1;01/08/2020;;1;1;38,765;29,904;34,075;1;25;1;1;1;0;0;38,765;38,765;38,224;38,224;38,224;37,686;37,15;36,616;36,35;35,82;35,556;36,085;35,03;34,768;34,506;33,985;33,466;33,466;32,949;32,435;31,924;31,415;30,909;30,405;29,904;29,904;31,162;31,415;30,909;30,405;29,904;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42395000;1;01/07/2020;;1;1;50,65;38,765;44,22;1;31;1;1;1;0;0;50,65;50,062;50,65;50,65;50,062;49,476;48,601;47,731;47,154;46,579;46,006;45,435;45,435;44,301;44,867;43,737;43,175;42,616;42,059;41,504;40,951;41,504;40,951;40,401;39,853;39,853;39,853;39,308;39,308;39,308;38,765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
42395000;1;01/06/2020;;1;1;74,506;51,24;60,712;1;30;1;1;1;0;0;74,506;72,191;70,879;69,574;69,249;68,6;67,954;67,631;66,666;64,431;64,114;63,48;61,593;59,723;59,104;58,486;57,258;56,952;56,647;56,038;55,431;55,431;54,826;54,223;53,622;53,622;53,023;53,023;51,832;51,24;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42395000;1;01/05/2020;;1;1;156,03;76,508;88,796;27;14;1;1;1;0;0;96,69;94,177;90,976;88,161;86,067;84,68;83,989;82,613;82,613;82,956;81,927;78,865;77,852;76,508;76,843;77,179;77,516;89,565;121,756;86,067;82,27;78,189;79,542;82,613;81,244;120,596;156,03;105,091;90,976;82,613;76,508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42395000;1;01/04/2020;;1;1;217,919;99,951;140,37;22;30;1;1;1;0;0;155,194;139,167;130,371;129,58;129,186;121,369;122,92;134,747;139,571;153,109;168,743;158,969;143,632;122,92;127,61;164,046;151,862;138,764;137,957;135,547;188,386;217,919;168,743;150,618;132,354;121,756;113,707;108,064;104,352;99,951;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;0;
42395000;1;01/03/2020;;1;1;648,273;159,39;333,751;6;21;1;1;1;0;0;358,801;430,915;478,435;571;619,549;648,273;638,275;601,034;554,097;487,414;414,914;352,305;302,213;284,373;260,957;248,277;241,531;205,945;188,386;169,173;159,39;254,105;239,136;268,858;245,861;209,607;194,633;183,522;179,573;184,845;170,893;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42395000;1;01/01/2020;;1;1;563,581;30,909;156,253;28;2;1;1;1;0;0;31,924;30,909;37,417;54,223;113,707;110,686;109,185;93,106;87,461;83,989;81,927;66,987;56,342;50,945;42,059;37,417;35,03;33,466;33,466;32,435;34,506;39,308;74,506;216,991;381,272;492,429;556,2;563,581;545,718;420,607;296,058;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42395000;1;01/12/2019;;1;1;366,972;35,03;141,277;11;31;1;1;1;0;0;55,431;130,767;125,649;115,989;104,721;179,135;176,519;258,993;310,48;317,772;366,972;328,278;366,972;336,76;252,157;172,186;89,213;73,181;64,431;54,223;50,945;48,892;45,435;42,059;46,579;51,832;45,435;46,006;47,154;40,401;35,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42395000;1;01/10/2019;;1;1;18,273;9,662;14,226;15;23;1;1;1;0;0;16,377;17,002;17,002;16,377;16,17;15,149;14,348;13,952;12,978;12,595;12,215;11,839;14,547;17,422;18,273;15,352;15,149;12,978;11,839;11,098;10,733;10,915;9,662;9,662;9,662;12,215;14,547;17,422;17,422;17,846;18,273;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42395000;1;01/09/2019;;1;1;20,012;13,755;16,453;1;26;1;1;1;0;0;20,012;20,012;19,573;18,919;18,273;18,273;17,846;17,634;17,002;17,422;17,002;16,584;17,002;16,584;16,17;16,17;15,352;15,352;15,352;15,352;15,149;14,948;14,547;14,547;14,149;13,755;14,149;15,352;15,352;15,759;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42395000;1;01/08/2019;;1;1;27,926;20,012;23,845;1;29;1;1;1;0;0;27,926;27,926;27,195;26,471;25,991;26,471;25,991;25,991;25,991;26,23;25,514;25,514;25,04;24,568;24,1;24,1;23,866;22,711;22,711;22,711;22,254;22,254;22,026;21,348;21,348;21,348;21,124;20,454;20,012;20,012;20,012;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42395000;1;01/07/2019;;1;1;35,556;28,417;32,036;1;31;1;1;1;0;0;35,556;35,556;35,556;35,03;34,506;34,506;34,245;33,466;32,949;32,435;32,949;32,949;32,435;32,949;32,435;32,435;31,924;31,924;31,415;31,162;30,909;30,405;30,405;29,904;30,909;29,406;29,406;29,406;28,91;28,663;28,417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
