Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:42250000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
42250000;1;01/11/2021;;1;1;25,134;1,683;12,776;11;25;1;1;1;;0;7,864;17,643;16,813;16,48;17,394;17,062;17,145;18,225;18,475;20,804;25,134;17,311;17,145;17,228;17,477;16,896;17,311;16,979;17,976;17,145;10,179;3,061;2,484;2,069;1,683;1,683;2,671;3,128;4,35;3,471;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42250000;1;01/09/2021;;1;1;1,097;0,841;0,99;1;4;1;1;1;0;0;1,097;1,097;0,923;0,841;0,841;0,841;0,841;0,841;0,841;1,009;1,009;1,009;1,009;1,009;1,097;1,097;1,097;1,097;1,097;1,097;1,097;1,097;1,097;1,097;0,923;0,923;0,923;0,923;0,923;0,923;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42250000;1;01/08/2021;;1;1;1,097;0,841;0,993;1;17;1;1;1;0;0;1,097;1,097;1,097;1,097;1,097;1,009;0,923;0,923;0,923;0,923;0,923;1,009;1,009;1,009;1,009;1,009;0,841;0,841;0,841;0,841;0,882;0,923;0,923;0,966;1,009;1,097;1,097;1,097;1,097;1,097;1,097;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42250000;1;01/07/2021;;1;1;1,683;1,097;1,333;1;25;1;1;1;0;0;1,683;1,683;1,579;1,579;1,579;1,579;1,579;1,528;1,477;1,477;1,477;1,477;1,477;1,281;1,281;1,281;1,281;1,234;1,188;1,188;1,188;1,188;1,188;1,188;1,097;1,097;1,097;1,097;1,097;1,097;1,097;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42250000;1;01/06/2021;;1;1;1,683;1,234;1,444;6;12;1;1;1;0;0;1,378;1,528;1,477;1,378;1,281;1,683;1,683;1,683;1,427;1,329;1,281;1,234;1,378;1,528;1,477;1,329;1,528;1,477;1,378;1,329;1,281;1,378;1,378;1,427;1,477;1,281;1,378;1,579;1,683;1,683;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42250000;1;01/02/2021;;1;1;13,99;2,799;6,715;24;5;1;1;1;;0;3,541;4,659;3,901;3,061;2,799;3,828;6,626;4,817;4,273;7,121;11,752;7,369;6,049;4,897;4,426;5,555;4,581;9,021;7,947;11,007;9,6;7,699;6,956;13,99;9,6;8,029;6,709;8,195;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
42250000;1;01/01/2021;;1;1;7,699;1,528;4,516;16;28;1;1;1;;0;4,426;6,874;4,817;5,143;5,72;5,226;5,143;4,897;4,897;4,817;5,308;5,473;6,214;6,874;7,534;7,699;6,791;6,544;6,214;4,738;3,755;2,995;2,671;2,012;2,012;2,012;1,683;1,528;2,012;1,79;2,184;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42250000;1;01/12/2020;;1;1;22,468;1,477;5,893;8;3;1;1;1;;0;1,9;1,528;1,477;1,528;1,683;2,484;5,391;22,468;17,643;17,145;6,791;5,473;4,198;3,264;2,484;2,126;2,012;3,684;3,541;3,401;3,128;3,612;4,048;6,626;9,352;10,344;8,938;7,864;7,121;6,379;5,061;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42250000;1;01/11/2020;;1;1;18,807;2,184;11,206;1;30;1;1;1;;0;18,807;16,646;14,156;12,746;16,729;17,394;17,81;17,145;16,646;16,48;15,65;17,477;16,397;18,308;15,982;17,145;14,073;11,42;9,021;5,473;4,426;3,196;3,471;3,128;3,061;2,929;2,864;2,799;2,609;2,184;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42250000;1;01/10/2020;;1;1;9,352;1,188;2,021;31;15;1;1;1;0;0;1,477;1,477;1,477;1,378;1,378;1,378;1,378;1,378;1,281;1,281;1,281;1,281;1,281;1,234;1,188;1,188;1,188;1,477;1,683;1,683;1,683;1,683;1,79;1,79;1,845;1,9;1,9;2,012;3,541;7,782;9,352;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42250000;1;01/09/2020;;1;1;1,579;1,281;1,435;1;19;1;1;1;0;0;1,579;1,579;1,579;1,477;1,477;1,477;1,477;1,477;1,477;1,477;1,477;1,427;1,378;1,378;1,378;1,378;1,378;1,378;1,281;1,281;1,281;1,281;1,281;1,281;1,579;1,579;1,579;1,477;1,477;1,427;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42250000;1;01/08/2020;;1;1;1,79;1,683;1,749;1;20;1;1;1;0;0;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,683;1,683;1,683;1,683;1,683;1,683;1,683;1,683;1,683;1,683;1,683;1,683;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42250000;1;01/07/2020;;1;1;2,303;1,79;1,967;1;22;1;1;1;0;0;2,303;2,243;2,243;2,243;2,243;2,126;2,126;2,126;2,126;2,069;2,012;2,012;2,012;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42250000;1;01/06/2020;;1;1;3,264;2,363;2,81;1;20;1;1;1;0;0;3,264;3,264;3,196;3,128;3,128;3,128;3,128;3,128;3,128;3,128;3,128;3,128;3,128;2,995;2,995;2,995;2,864;2,799;2,671;2,363;2,363;2,363;2,363;2,363;2,363;2,363;2,363;2,363;2,363;2,363;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42250000;1;01/05/2020;;1;1;4,123;3,196;3,514;24;23;1;1;1;0;0;3,684;3,684;3,541;3,541;3,541;3,401;3,401;3,541;3,541;3,541;3,401;3,401;3,401;3,264;3,332;3,612;3,471;3,401;3,401;3,401;3,401;3,264;3,196;4,123;4,048;3,974;3,828;3,541;3,401;3,401;3,264;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42250000;1;01/04/2020;;1;1;9,848;3,684;5,334;16;30;1;1;1;0;0;5,226;5,143;5,061;4,897;4,817;4,738;4,738;4,897;5,308;4,979;4,817;4,897;5,473;5,473;6,049;9,848;7,451;8,195;6,791;5,802;5,555;5,143;4,897;4,738;4,738;4,426;4,35;4,123;3,755;3,684;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42250000;1;01/03/2020;;1;1;21,22;4,273;7,91;6;26;1;1;1;0;0;20,055;12,746;7,039;17,893;18,392;21,22;13,741;9,021;6,874;5,061;4,817;5,555;6,791;6,626;6,379;6,132;5,72;5,143;4,897;4,817;5,308;5,391;5,143;4,897;4,817;4,273;4,738;5,637;5,555;5,308;5,226;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42250000;1;01/02/2020;;1;1;22,635;5,391;11,269;24;22;1;1;1;0;0;13,99;8,938;6,874;6,049;9,186;13,492;15,235;14,156;8,608;6,709;6,049;7,286;9,517;18,142;12,746;11,255;9,269;8,029;6,709;6,132;5,885;5,391;7,369;22,635;14,571;14,82;19,805;19,888;18,059;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
42250000;1;01/01/2020;;1;1;64,765;1,736;11,305;29;1;1;1;1;0;0;1,736;1,956;2,609;2,363;2,735;10,758;22,219;3,196;2,995;2,423;1,956;1,79;2,126;2,012;1,845;2,184;5,061;5,555;6,297;4,897;3,471;26,134;32,309;26,968;19,556;19,306;17,643;17,477;64,765;18,558;17,56;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42250000;1;01/12/2019;;1;1;12,829;1,579;5,102;3;31;1;1;1;0;0;5,226;6,956;12,829;7,369;12,332;8,938;7,864;7,204;8,112;8,36;7,204;6,709;5,802;5,061;4,123;3,974;3,612;3,541;3,471;3,401;3,264;3,128;2,864;2,546;2,243;2,243;2,126;2,126;2,069;1,9;1,579;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
